mww_18496,Dernekte bir casus olmasından şüpheleniyorlar.,,,
mjz_59729,Hüsnü şuradaki gibi kırmızı bir bisikleti sürmek istiyor.,,,
miv_45763,Venüs istiyor başka bir masaya oturmak.,,,
muv_74354,Orkun benimki gibi bir okula gitmek istiyor.,,,
sxv_46408,sarışın kız sana bir soru sormak ister.,,,
ssk_33105,Bahçıvan buraya bir fidan dikmek ister.,,,
sdg_89361,koridora bir ayna asmak istiyor Selim.,,,
sra_62100,Portekizli oğlan özel bir hediye almak istiyordu sevgilisine.,,,
snh_48294,Venüs bir kediyi görmek istiyor.,,,
sxn_43580,Kardeşim bir arabayı almak istiyor.,,,
sug_45347,Aslı alanında uzman bir doktora fikir danışmak istiyor.,,,
syu_78332,Sevimli bir pandaya bambu yedirmek istiyor Burak.,,,
ses_93783,Serra başka bir odayı süpürmek istiyor.,,,
sjx_92212,Kaan başka bir işsiz kadını tanımak istiyor.,,,
syq_44869,Ege istiyor başka bir okula gitmek.,,,
sea_62944,Venüs istiyor başka bir masaya oturmak.,,,
swo_56994,Janset başka bir konudan bahsetmek istiyor.,,,
sze_20884,başka bir şehirden ev almak istiyor Yaren.,,,
snn_85347,Yaren alışveriş merkezindeki gibi bir sinemada film izlemek istiyor.,,,
sdk_71922,Yıldız böyle bir derginin kapağında yer almak istiyor.,,,
snd_25783,Mahir buradaki gibi yeni bir binada yaşamak istiyor.,,,
svp_16039,Can bir seramik kursuna gitmeyi düşünüyor.,,,
svp_25996,Nur hediyelik eşya dükkanından bir bileklik almak istiyor.,,,
sxd_89669,Cenk bir araba satın alırsa mutlu olacağını düşünüyor.,,,
uuu_00000,split0,,,
ahc_56149,Ayşe'nin bahçede beslemek istediği hayvan bir köpekti.,,,
apz_94827,Ayşe tarafından evlat edinilmek istenen bir çocuk vardı.,,,
aoh_12772,Selim'in almak istediği bir belli bir kamyonet var.,,,
abb_55844,Filiz'in geçen sene almak istediği ev bir yazlıktı.,,,
ayu_34539,Mutfağa koymak istediği şey bir sandalyeydi.,,,
aib_11893,Leyla'nın salonun duvarına asmak istediği bir tablo vardı dün.,,,
aub_48176,İlke'nin bitirmek istediği kitap uzun.,,,
afz_97670,Yorucu bir görev var Miray'ın tamamalamak istediği.,,,
aku_66769,Suat'ın görünmek istediği kişi bir doktor.,,,
aem_70787,Bener'in soru sormak istediği kişi öğretmendir.,,,
aby_62074,Yaren'in danışamayı istediği kişinin uzmanlığı var.,,,
atf_82047,Küçük çocuğun su vermek istediği bir çiçek var.,,,
amr_91532,Şeyma'nın çalışmak istediği oda sessiz.,,,
ave_54202,Janset'in ortamdan ayrılmak istiyor çünkü ortam çok gergin.,,,
als_76243,Nazan'ın hasbihal etmek istediği kişi konuşkan.,,,
ans_86511,Pelin'in okumak istediği bundan farklı bir yüksek okul var.,,,
awq_32521,Ufuk'un bahsetmeyi istediği özel bir mevzu var.,,,
amm_34636,Tijen'in yemek istediği tatlı restorandakine benziyor.,,,
ajn_13649,Kardeşime özel keman dersleri vermesi için tutacakları kişi bir öğretmen.,,,
agb_36430,Kardeşimin para biriktirdikten sonra almak istediği bir araba var.,,,
cgg_62408,Gözde'nin sulamak istediği bir çiçek var.,,,
ceb_74341,İlke'nin bitireceği kitap uzun.,,,
cud_72519,Pınar'ın yemek istediği farklı bir yemek var.,,,
cpx_87514,Helin'in balık tutacağı bundan başka bir deniz var.,,,
cww_99703,Ufuk'un bahsetmek istediği mevzu başka.,,,
cxm_74294,Bundan başka bir dosyayla ilgilenmek istiyor Berke.,,,
cuf_19131,Ahmet'in benimki gibi gitmek istediği lüks bir restoran var.,,,
cet_78559,Jale'nin sırlarını açmak istediği arkadaşı Yaren gibi güvenilir.,,,
czq_64905,Konferans vermek istediği salon buradaki gibi Fırat'ın.,,,
ckd_13399,Yaren'in film izlemek istediği sinema alışveriş merkezindeki gibi.,,,
crd_92908,Öpüşmek istediği Hikmet gibi bir tesisatçı var Asude'nin.,,,
czb_98310,Rüstem'in yola çıkmak istediği araba Şakire'ninki gibi.,,,
chq_63241,Her öğretmeni arayan bir öğrenci var.,,,
cnr_47404,Her ağaç aynı bahçıvan tarafınfan budandı.,,,
cvj_11943,Büşra'nın görmek istediği bir panda var.,,,
ckb_50024,Fırıncının kızartmak istediği bir dilim ekmek var.,,,
crd_71509,O yokken odasına girdiğinden şüphelendiği biri var Büşra'nın.,,,
cyu_86458,Gönül'ün işini herkesten iyi yaptığını düşündüğü kişinin mesleği sıvacılık.,,,
cqh_95501,Bremen'deki mızıkacının kaç lira olduğundan habersiz olduğu bir mızıka var.,,,
cbc_39877,Kaç lira olduğunu uzun zamandır sorgulamadığı bir ekmek var Recep'in.,,,
myx_33338,Birinin yaptığı şeyi herkesin beğeneceğine dair bir kuralın olmadığını söyledi Yusuf.,,,
mod_66307,Polisten aldığın evrakları koymanı emrettiğim bir çekmece var dolabımda.,,,
msx_34570,Bir park Sunay'ın köpeğini yürütmek için götürmek istediği yer.,,,
mus_42241,Buse'nin ders çalışırken dinlemek için açmak istediği şey bir şarkı.,,,
mnz_21134,Ozan'ın planı okuduğu bölümü bırakıp bundan başka bir bölüme geçmek.,,,
mhq_60923,Nermin'in alacağı bir bardak altlığı.,,,
mmu_33927,İnsan kaynaklarına yazan herkesin almak istediği uzun ve sıkıcı bir mektup.,,,
mbm_45493,Yelda'nın kendisine yapılan ışıltılı sürprizi anlatmak için sabırsızlandığı kişi bir arkadaşı.,,,
mxc_10720,Öğrencinin her zaman ödevini yaptığı belli.,,,
mpi_46535,Bir öğretim üyesi Fatma'nın görmek istediği kişi.,,,
mrb_16792,Tahsin'in meyvelerini toplamak istediği bir ağaç var.,,,
mgw_25940,Hilmican'ın alıntı yapmak istediği farklı bir etkileyici kitap var.,,,
mgy_94932,Polisin gerçekten suçlu olduğundan şüphelendiği birçok tutuklu var.,,,
mam_86020,Farklı bir Avrupa ülkesi var Jülide'nin ziyaret etmek istediği.,,,
mjp_52343,Bundan başka bir makaleye referans vermek istiyor Sezen.,,,
mnk_44287,Bir köpek Asude'nin sahiplenmek istediği hayvan.,,,
mzj_89682,Onların şüphelendiği şey dernekte bir casus olması.,,,
mrp_40275,Hüsnü'nün sürmek istediği bisiklet şuradaki gibi kırmızı.,,,
mox_16781,Venüs'ün oturmak istediği farklı bir masa var.,,,
mpe_18380,Benimki gibi bir okul Orkun'un gitmek istediği yer.,,,
sdv_51554,Sarışın kızın sana sormak istediği belirli bir soru var.,,,
svm_54045,Bahçıvan buraya sahip olduğu fidanı dikmek ister.,,,
sfr_68673,Selim'in koridora asmak istediği nesne bir ayna.,,,
sac_53481,Portekizli oğlanın sevgilisine alacağı hediye özel bir hediye.,,,
sxd_20737,Venüs'ün görmeyi dilediği varlık bir kedi.,,,
shl_37618,Kardeşimin almayı arzuladığı bir araba var.,,,
sfz_67561,Aslı'nın fikir danışmak istediği kişi alanında uzman bir doktor.,,,
sht_24250,Burak'ın bambu yedirmek istediği hayvan sevimli bir panda.,,,
sal_24118,"Serra'nın aklında, süpürmek istediği, şimdikinden farklı bir oda var.",,,
sbc_60530,Kaan'ın tanımak istediği işsiz kadın şu anda tanıdığı işsiz kadından farklı biri.,,,
slh_36352,Ege'nin gitmek istediği okul şimdiki okulundan farklı.,,,
sjv_65028,Venüs'ün oturmayı dilediği şimdikinden farklı bir masa mevcut.,,,
shn_51698,Janset'in bahsetmek istediği konu şu an konuşulandan farklı.,,,
sxq_32796,"Yaren alacağı evin şimdikinden farklı, belirli bir şehirde olmasını istiyor.",,,
sas_85042,Yaren'in film izlemek istediği sinema alışveriş merkezindeki sinemaya benziyor.,,,
swj_21448,Yıldız'ın kapağında yer almak istediği bu dergi türünde bir dergi var.,,,
sei_44007,Mahir'in yaşamak istediği bina buradaki gibi yeni bir bina.,,,
sdq_16218,Can'ın gitmeyi düşündüğü kurs bir seramik kursu.,,,
sus_30499,Nur'un hediyelik eşya dükkanında gözüne kestirdiği nesne bir bileklik.,,,
san_52203,Cenk kendisini mutlu edecek şeyin aklındaki arabayı satın almak olduğunu düşünüyor.,,,
uuu_00001,split1,,,
aky_10302,Ayşe bahçede besleyeceği hayvanın bir köpek olmasını istiyordu.,,,
adh_89201,Ayşe evlat edineceği kişinin bir çocuk olmasını istiyor.,,,
afe_27563,Selim alacağı aracın bir kamyonet olmasını istiyor.,,,
aaz_65234,Filiz geçen sene alacağı gayrimenkulun bir yazlık olmasını istiyordu.,,,
ary_45612,Herhangi bir sandalye koymak istiyordu mutfağa.,,,
avp_26888,Leyla dün salonun duvarına asacağı şeyin bir tablo olmasını istiyordu.,,,
apq_28950,İlke bitireceği kitabın uzun olmasını istiyor.,,,
apq_25305,Miray istiyor ki tamamlayacağı görev yorucu olsun.,,,
avl_30306,Suat görüneceği kişinin bir doktor olmasını istiyor.,,,
ahz_39080,Bener soru sormak için öğretmen olan herhangi birini istiyor.,,,
aar_88330,Yaren danışacağı kişi uzman olsun istiyor.,,,
acv_37679,Su vereceği canlının bir çiçek olmasını istiyor küçük çocuk.,,,
ahx_62348,Şeyma çalışacağı odada sessizlik olmasını istiyor.,,,
asc_57462,Janset ayrılacağı ortamın gergin olmasını istiyor.,,,
akd_51794,Hasbıhal edeceği kişi konuşkan olsun istiyor Nazan.,,,
ayv_50795,Pelin okuyacağı yüksek okulun bundan farklı olmasını istiyor.,,,
ajc_14927,Ufuk şu ankinden farklı herhangi başka bir mevzudan konuşmak istiyor.,,,
azq_43114,Tijen'in yiyeceği tatlı restorandaki gibi olsun şeklinde bir isteği var.,,,
anc_15835,Kardeşime özel keman dersi aldırmak için tutacakları kişi bir öğretmen olacak.,,,
akr_11732,Para biriktirdikten sonra kardeşim alacağı şeyin bir araba olmasını istiyor.,,,
cer_37515,,,,
cct_34783,Bitireceği kitabın uzun olmasını istiyor İlke.,,,
cjr_53690,Pınar yiyeceği yemeğin farklı olmasını istiyor.,,,
cgf_39534,Balık tutacağı denizin başka olmasını istiyor Helin.,,,
cqv_74091,Bahsedeceği mevzunun başka olmasını Ufuk istiyor.,,,
cyn_87678,Berke ilgileneceği dosyanın başka olmasını istiyor.,,,
cka_45894,Ahmet'in gideceği restoran benimki gibi lüks olsun istiyor.,,,
cka_93035,Yaren gibi güvenilir birine Jale sırlarını açmak istiyor.,,,
cjy_94895,Ferit konferans vereceği yerin buradaki gibi bir salon olmasını istiyor.,,,
ckx_49302,Film izlemek istediği sinema alışveriş merkezindeki gibi olsun istiyor Yaren.,,,
cjf_90944,Asude'nin öpüşeceği kişinin Hikmet gibi bir tesisatçı olmasını istiyor.,,,
czf_50346,Rüstem yola çıkacağı arabanın Şakire'ninki gibi olmasını istiyor.,,,
ccp_76850,Her öğretmen herhangi bir öğrenci tarafından arandı.,,,
cfd_52309,Her ağaç herhangi bir bahçıvan tarafından budandı.,,,
cys_41940,Büşra'nın görmek istediği hayvanın bir panda olmasını istiyor.,,,
cpt_67280,Fırıncı kızartacağı şeyin bir dilim ekmek olmasını istiyor.,,,
cbw_62604,Büşra odasına o yokken girildiğinden şüpheleniyor.,,,
cvo_33187,Gönül işini herkesten iyi yapan kişinin bir sıvacı olduğunu düşünüyor.,,,
crg_80603,"Bremen'deki mızıkacı, Bremen'deki mızıka fiyatlarından bile habersiz.",,,
crq_41445,Recep ekmek fiyatlarını uzun zamandır sorgulamamıştı.,,,
mpz_59005,Yusuf herkesin bir kişinin yaptığı şeyleri beğeneceğiyle ilgili bir kural olmamasını dile getirdi.,,,
mjj_71557,Dolabımdaki bir çekmece polisten aldığın evrakları koymanı emrettiğim yer.,,,
mxf_39192,Köpeğini yürütmek için onu götürdüğü yerin bir park olmasını istiyor Sunay.,,,
mmd_14712,Buse ders çalışırken dinlemek için açtığı şeyin bir şarkı olmasını istiyor. ,,,
msh_64332,Okuduğu bölümü bırakmayı ve bir bölümün şu ankinden farklı olmasını planlıyor Ozan.,,,
meh_83118,Nermin alacağı şeyin bir bardak altlığı olmasını istiyor.,,,
mwf_43270,Uzun ve sıkıcı bir mektup almak istiyorsanız yazabileceğiniz yer insan kaynakları.,,,
mrj_53726,Yelda kendisine yapılan ışıltılı sürprizi anlattığı kişinin bir arkadaşı olması için sabırsızlanıyor.,,,
mcd_29647,Öğrenci ödevini yapmalıdır.,,,
msd_67301,Göreceği kişinin bir öğretim üyesi olmasını Fatma istiyor.,,,
mtj_71641,Tahsin toplayacağı meyvelerin bir ağaçtan olmasını istiyor.,,,
mdo_63308,Alıntı yapacağı şeyin başka bir etkileyici kitap olmasını istiyor Hilmican.,,,
mvt_22210,Polis gerçekten suçlu olan kişilerin çok sayıda olduğundan şüpheleniyor.,,,
mlb_12815,Ziyaret edeceği yerin farklı bir Avrupa ülkesi olmasını istiyor Jülide.,,,
mhu_26190,Sezen referans vermek istediği bir makalenin farklı olmasını istiyor.,,,
mse_84629,Sahipleneceği hayvanın bir köpek olmasını istiyor Asude.,,,
mmx_73404,Birinin dernekte casus olmasından şüpheleniyorlar.,,,
mqo_90857,Hüsnü süreceği bir bisikletin şuradaki gibi kırmızı olmasını istiyor.,,,
mrw_97887,Venüs oturacağı masa başka olsun istiyor.,,,
mgm_70730,Gideceği okulun benimkine benzemesini istiyor Orkun.,,,
szo_33497,Sarışın kız sana herhangi bir soru sormak ister.,,,
slj_65258,Bahçıvan bu alanı fidan dikimi için kullanmak ister.,,,
ska_17202,Selim koridorda bir ayna bulunmasını istiyor.,,,
sck_93463,Portekizli oğlan sevgilisi için seçeceği hediyenin özel olmasını istiyor.,,,
syi_36760,Venüs'ün yapmak istediği şey herhangi bir kedi görmek.,,,
shp_47471,Kardeşim alacağı nesnenin bir araba olmasını istiyor.,,,
sbj_58514,Aslı fikir danışacağı kişinin alanında uzman bir doktor olmasını istiyor.,,,
sgf_94235,Burak bambu yedireceği hayvanın sevimli bir panda olmasını istiyor.,,,
smx_12394,Serra'nın istediği şey süpüreceği odanın şu ankinden farklı bir oda olması.,,,
swl_92864,Kaan herhangi bir işsiz kadınla daha tanışmak istiyor.,,,
sef_54759,Ege gideceği okulun şu ankinden farklı olmasını istiyor.,,,
sph_17716,Venüs mevcut masasının dışındaki masalardan birine oturmak istiyor.,,,
srn_40783,Janset şimdiki konunun dışında herhangi bir konudan bahsetmek istiyor.,,,
srd_95454,Yaren şu anki şehri olmayan bir yerden ev almak istiyor.,,,
swl_17486,Yaren film izleyeceği sinemanın alışveriş merkezindeki sinemaya benzemesini istiyor.,,,
srl_89857,Yıldız bu türden dergilerden birinin kapağında yer almak istiyor.,,,
sgv_25474,Mahir yaşayacağı binanın buradaki bina gibi yeni olmasını istiyor.,,,
sir_99797,Can gideceği kursun seramik üzerine olmasını planlıyor.,,,
spi_24166,Nur hediyelik eşya dükkanından alacağı nesnenin bileklik olmasını istiyor.,,,
shy_70801,Cenk arabası olursa mutlu olacağını düşünüyor.,,,
