sps_50905,Soner bu notaları gül ağacından yapılmış eski bir gitardan duymak istiyor.,,,
sak_56356,başka bir cesur adamdan para isteyecek Tarık.,,,
sge_33540,Buse bir şirkette hissedar olmak istiyor.,,,
saj_55808,Çamaşırlarını sermeye üşenen Mert ekonomik bir kurutma makinesi istiyor.,,,
smn_21354,Bade başka bir şarkıyı söylemek istiyor.,,,
stt_54525,Ceyda bir bardağın kırıldığını düşünüyor.,,,
skj_72946,Tolga bir mesaj ile benim moralimi bozabileceğini düşünüyor.,,,
sdx_12719,Bu proje için bir inşaat mühendisi ile anlaşmak istiyor Nezahat.,,,
shg_41780,bizim bahçedeki gibi canlı ağaçları görmek istiyor Yurdakul.,,,
svq_40257,Ziynet başka bir organik pazardan sebze almak istiyor.,,,
syy_80173,Eskisi gibi kullanışlı bir uygulama hazırlamak istiyordu.,,,
sfc_33329,Kedi bir oyuncak ister.,,,
svx_70447,Babam eve gelirken bir sigara almasını istedi kardeşimden.,,,
sbi_76069,senin elindeki gibi kırmızı bir domatesi ısırmak istiyor Hülya.,,,
sqf_99385,Çağla isterse bir meyve suyu içebilirmiş.,,,
srg_37351,Bir muhtarla tartışmak istiyor Niyazi.,,,
sap_61397,Ali bir film izlemek istiyor.,,,
scc_89386,Murat İstanbul'dan bir ev almayı çok istiyor.,,,
sfo_32435,Bu konuyu bir kitaptan öğrenmek istiyor Muhterem.,,,
smi_44495,Cildi çok kuru olan Nazan bir nemlendirici satın almak istiyor.,,,
sgh_55842,Gürkan kapıyı hikayelerdeki gibi altın bir anahtarla açmak istiyor.,,,
sqv_26068,Mükerrem ile konuşan herkes kendisini mutlu bir prenses sanabilir.,,,
spd_95763,Zümran istiyor başka bir yerel gazeteye ilan vermek.,,,
sgu_60294,Kardeşime özel bir öğretmen tutup keman dersleri aldıracaklar.,,,
sqm_82814,Eğer yeterince çabalarsa Derin onu bir televizyon alma konusunda ikna edebilir.,,,
sem_45772,Hakan bir dershaneye yazılmak istiyor.,,,
sun_52044,filiz gibi uzman bir doktora görünmek istiyor Gülsüm.,,,
sjw_92657,başka bir hastayla ilgilenmek istiyor Doktor.,,,
sir_77983,Neslihan yarın bir dizi izlemek istiyor.,,,
seo_33673,Kaan başka bir kırmızı dosya istiyor.,,,
siz_35865,Serra başka bir odayı süpürmek istiyor.,,,
sbr_93780,Akif can sıkan bir soruna çözüm bulmak istiyor.,,,
sow_54040,Konudan rahatsız olan herkes bu konuda yeni bir kanun düzenlenmesini istiyor.,,,
sun_74139,Kenan bir sınava girdiğinde sakin olmalı.,,,
swz_13608,Müşteri bir tatlı yemek ister.,,,
sto_85301,Miray bir oyun almayı kesinlikle ister.,,,
shb_31303,Dudu başka bir yakışıklı adama aşık olmak istiyor.,,,
swx_10071,Uygar sıkıcı bir şehirden taşınmak istiyor.,,,
sai_46655,Bir yardım alabilirse Deniz daha mutlu olacak.,,,
srb_78514,Ünsal her yere bir fidan dikmek istiyor.,,,
svt_47761,Çiçek başka bir arkadaş edinmek istiyor.,,,
shs_76245,Oğluna yeni bir ayakkabı almayı hayal ediyormuş.,,,
sul_37538,senin gibi kibar bir arkadaşından yardım isteyecek Narin.,,,
sng_77497,Ilgın başka bir havalimanından kalkan uçuşa bilet almak istiyor.,,,
suv_95281,Orkun resimlerinin bir hikaye anlattığını düşünüyor.,,,
sse_54303,Eski evindeki gibi bir yatak almak istiyor Sadık.,,,
sun_39526,Aysima bir parfüm koklamak istiyor.,,,
sug_57164,Aslı alanında uzman bir doktora fikir danışmak istiyor.,,,
swh_69159,Şakir az önce konuştuğumuz gibi hassas bir konudan bahsetmek istiyor.,,,
suq_84940,seninki gibi şık bir ofiste çalışmak istiyor Leyla.,,,
sll_27642,Gece bir böcek görürse Fırat çok korkar.,,,
sdu_36998,Portekizli oğlan özel bir hediye almak istiyordu sevgilisine.,,,
sax_66223,Venüs bir kediyi görmek istiyor.,,,
www_00000,split0,,,
sjc_93630,Pelin'in okumak istediği yüksek okul şu an gittiğinden farklı.,,,
sqv_16167,Arkadaşımın okumak istediği belirli bir roman var.,,,
sse_28859,Ezan okununca eniştem namaz kılmak için belirli bir seccadeyi istedi.,,,
sgc_74636,Kenan sevgilisine belirli bir mektubu yazmanın romantik olabileceğine inanıyor.,,,
san_93140,Ezgi boncukları dizerek yapabileceği belirli bir kolye türü var.,,,
spf_22980,Beyza'nın kütüphaneden almayı düşündüğü kitap nasıl bir kitap?,,,
saz_29481,Yetkin'in karşılaşmak istediği rakip Erdem gibi güçlü biri.,,,
srj_81053,Dilara'nın aldığında hep yerine getireceği bir sorumluluk var mı?,,,
sts_36912,Bahçıvanın buraya dikmek istediği bir fidan var.,,,
sxb_89318,Baran'ın hep yazmak zorunda olduğu belirli bir rapor var mı?,,,
sze_27386,Ev arkadaşımın buraya asmak istediği poster şık bir şey.,,,
sku_51139,Özden'in bulmak istediği traktör Yaren'inki gibi dayanıklı.,,,
soa_90718,Sarışın kızın sana soracağı bir soru var.,,,
ser_38010,Karpuz seçmeyi bilmeyen Tilbe manavdan istediği şey lezzetli olan bir karpuzdu.,,,
spo_13183,Helin başına gelen bir olay var ki bunu bile anlatmak istemiyor.,,,
swo_13819,Ali yaşayacağı yeni ülkede nasıl yaşayacak?,,,
sqy_41406,Elif belirli bir arabaya sahip olsaydı bu kadar yorulmayacağını düşünüyor.,,,
sfn_14494,hakemin faul yaptığını düşündüğü bir oyuncu var.,,,
syx_22230,Kedim için almak istediğim bir yaş mama var.,,,
swz_78461,Halide'nin tatil yapmak istediği otel annesininki gibi lüks.,,,
suz_44770,İnci'nin bahsetmekten çekindiği bir olay var.,,,
slf_44028,Çalışmak istediğim kütüphane okuldaki gibi kapsamlı.,,,
sgz_69359,Nergis'in yemek sözü verdiği kişi onun arkadaşı.,,,
sft_77886,Bazı öğrenciler dersi belli bir sınıfta dinlemek istiyor.,,,
sao_25511,Kuzenimin okumayı arzu ettiği üniversite iyi bir üniversite.,,,
sie_97008,Kardeşimin almak istediği bir araba var.,,,
ssj_51029,Kerem gruptaki her tabağın sirtaki için uygun olduğunu sanıyor.,,,
swn_71697,Nermin'in akşam yemeğine davet etme ihtimalinin olduğu bir komşusu var.,,,
sxt_25088,Defne işte karşılaştığı belli bir sorun olursa arkadaşını arar.,,,
svy_25218,Öğrencinin aşina olmak istediği konu kitaptaki gibi zor.,,,
sad_40255,Harun'un sürmek istediği araba arkadaşınınki gibi hızlı.,,,
sve_14058,Şuayip'in başlamak istediği soru zor bir soru.,,,
sfr_24045,Pelin gruptaki her müzisyenin okullu olduğunu düşünüyor.,,,
shb_54345,Yelda'nın vakit geçirmek istediği adam şu an vakit geçirdiği kişi değil.,,,
saj_21089,Feriha'nın okumak istediği prestijli üniversite şimdiki prestijli üniversitesinden farklı bir okul.,,,
suk_59709,Jale'nin sırlarını açmak istediği arkadaşı Yaren gibi güvenilir.,,,
svw_97214,Benan'ın muhabbet etmeyi istediği bir kitapçı var.,,,
sbg_54714,Naz'ın birlikte yaşamayı istediği yakın arkadaşı şimdiki yakın arkadaşıyla aynı değil.,,,
syp_13003,Bu işi tamamlarsa parti vermek istediği bir kulüp var Berrin'in.,,,
sad_20571,Cansu'nun yaşamak istediği geniş ev şimdiki geniş evi değil.,,,
stj_90500,Reyhan yazmak istediği tarihi roman yazdığı tarihi romandan farklı.,,,
swc_18782,Berkay ile anlaşamadığı için taşınmak isteyen Didem'in düşündüğü yer kiralık bir ev.,,,
sye_62623,Mete'nin evleneceğine inandığı kızıl saçlı bir kadın var.,,,
srj_68080,Sevgilisi için Anıl'ın hazırlamayı düşündüğü güzel bir yemek varmış.,,,
slo_57527,Sude dolaba belli bir çanta koymak istiyor.,,,
som_89234,"Jülide'nin oturmak istediği, şimdikinden farklı biri var.",,,
srm_68623,Asena'nın oturmak istediği masa denize bakıyor.,,,
ssh_56333,Mahmut'un otobüse binmek istediği durak buradaki gibi merkezi.,,,
svl_71728,Mağazdakiler gibi kırmızı bir domates şef tarafından aranıyor.,,,
srs_11740,Doktoru cilt kanserinden korunması için belli bir güneş kremini almasını istemiş.,,,
svu_81090,Yağız'ın görmek istediği öğrenci şimdikinden farklı.,,,
srm_55655,Koridora asmak istediği şey belirli bir ayna Selim'in.,,,
sgu_55442,Şeyda'nın bitirmek için saatler harcamamak dilediği bir kitap var.,,,
szi_76249,Günlerini belirli bir sahil kasabasında geçirmek istiyor Pelin.,,,
svj_99081,Her şeyden bıkmış görünen Melis artık aklındaki sahil kasabasına yerleşmek istiyor.,,,
sbm_44648,Halil'in buluşmak istediği kişi bir şarkıcı.,,,
sfy_41641,Fırat yeni açılmış olan kursta yelken eğitimi almayı düşünüyor.,,,
shg_90335,Buse'nin dinlemek istediği şu ankinden farklı bir hikaye var.,,,
ske_62659,Gökçe'nin bakmanın çok iyi hissettirdiğini düşündüğü bir çiçek var.,,,
sdz_59158,Nilay'ın haber vermek istediği lüks restoran haber verdiğinden farklı.,,,
see_24374,Duygu hastalanırsa yakınlardaki bir eczaneyi bulamayacağını düşünüyor.,,,
sjh_31020,Yurdanur'un işbirliği yapmak istediği menajer Behice gibi zeki.,,,
sms_45376,Soner bu notaları gül ağacından yapılmış olan eski gitardan duymak istiyor.,,,
snb_77484,Para isteyeceği şimdikinden farklı bir cesur adam var Tarık'ın.,,,
sph_35593,Buse'nin hissedar olmayı istediği yer bir şirket.,,,
swc_25747,Çamaşırlarını sermeye üşenen Mert'in almak istediği kurutma makinesi ekonomik.,,,
sib_37754,Bade'nin söylemek istediği şarkı şimdi söylediğinden farklı.,,,
scn_84512,Ceyda'nın kırıldığını düşündüğü şey bir bardak.,,,
sai_27199,Tolga'nın benim moralimi bozabileceğini düşündüğü bir mesaj var.,,,
sgb_74359,Bu proje için Nezahat'in anlaşmak istediği bir inşaat mühendisi var.,,,
sdz_66402,Bizim bahçedeki gibi canlı olan birtakım ağaçları görmek istiyor Yurdakul.,,,
sby_54520,Ziynet'in sebze almak istediği organik pazar burası değil.,,,
sot_86688,Eskisi gibi kullanışlı olacak uygulamayı hazırlamak istiyordu.,,,
srm_67486,Kedinin istediği oyuncak belli.,,,
syn_42023,Babam eve gelirken belirli bir sigarayı almasını istedi kardeşimden.,,,
szf_37640,Senin elindeki gibi olan kırmızı domatesi ısırmak istiyor Hülya.,,,
sjb_46317,Çağla'nın isterse içebileceği bir meyve suyu varmış.,,,
stx_36948,Niyazi'nin tartışmak istediği kişi bir muhtar.,,,
sap_10757,Ali'nin izlemek istediği bir film var.,,,
scp_11417,Murat'ın İstanbul'da almayı çok istediği bir ev var.,,,
sga_27525,Bu konuyu öğrenmek istediği belli bir kitap var Muhterem'in.,,,
sek_78570,Cildi çok kuru olan Nazan'ın satın almak istediği şey belirli bir nemlendirici.,,,
szx_10000,Gürkan'ın kapıyı açmak istediği anahtar hikayelerdeki gibi altın.,,,
srj_86024,Mükerrem ile konuşan herkesin kendisini sanacağı mutlu bir prenses var.,,,
sxq_38414,Zümran istiyor ilan verdiğinden farklı olan yerel gazeteye ilan vermek.,,,
siy_54687,Kardeşime keman derslerini aldıracakları bir özel öğretmen var.,,,
saz_23990,Eğer yeterince çabalarsa Derin onu almaya ikna edeceği bir televizyon var.,,,
szs_20267,Hakan'ın yazılmak istediği yer dershane.,,,
scd_91442,Gülsüm'ün görünmek istediği doktor Filiz gibi uzman.,,,
svk_78000,Doktorun ilgilenmek istediği belirli ve farklı bir hasta var.,,,
szs_92418,Neslihan yarın aklındaki diziyi izlemek istiyor.,,,
sos_54061,Kaan'ın istediği farklı ve özel bir kırmızı dosya var.,,,
sdp_76903,Serra'nın süpürmek istediği belirli bir oda var.,,,
sdf_35499,Akif can sıkan soruna çözüm bulmak istiyor.,,,
sgm_20579,Konudan rahatsız olan herkes bu konuya dair yeni kanunun düzenlenmesini istiyor.,,,
scs_74734,Kenan'ın sakin olarak girmesi gereken bir sınav var.,,,
syy_56093,Müşterinin yemek istediği ürün tatlı.,,,
stw_48243,Miray'ın almayı kesinlikle isteyeceği bir oyun var.,,,
sih_78669,Dudu'nun aşık olmayı istediği yakışıklı adam şimdiki aşkı değil.,,,
sck_33323,Uygar'ın taşınmak istediği şehir sıkıcı bir yer.,,,
sdu_41032,Deniz'in alabilirse daha mutlu olacağı bir yardım var.,,,
svi_47960,Ünsal'ın her yere dikmek istediği şey bir fidan.,,,
shw_31642,Çiçek'in arkadaş olmak istediği kişi belli.,,,
stq_60773,Oğluna almayı hayal ettiği ayakkabı yeni.,,,
ski_39409,Senin gibi kibar olan belli bir arkadaşından yardım isteyecek Narin.,,,
syj_56435,Ilgın'ın bilet almak istediği uçuş belirli ve farklı bir havalimanından kalkıyor.,,,
sev_98648,Orkun resimlerinin anlattığı belirli bir hikaye olduğunu düşünüyor.,,,
sup_79676,Sadık'ın almak istediği yatak eski evindeki gibi.,,,
srp_57401,Aysima'nın koklamak istediği şey belirli bir parfüm.,,,
sly_97021,Aslı alanında uzman olan doktora fikir danışmak istiyor.,,,
sfa_16776,Şakir az önce konuştuğumuz konu gibi hassas olan belirli bir konudan bahsetmek istiyor.,,,
szi_76588,Leyla'nın çalışmak istediği ofis seninki gibi şık.,,,
sts_95237,Fırat'ın gece görürse çok korkacağı bir böcek var.,,,
slw_43218,Portekizli oğlanın sevgilisine almak istediği özel bir hediye vardı.,,,
sgn_58532,Venüs'ün görmek istediği kedi belirli bir kedi.,,,
www_00001,split1,,,
sof_87395,Pelin şimdiki yüksek okulunda okumak istemiyor.,,,
sye_54814,Arkadaşım okuyacağı şeyin bir kitap olmasını ister.,,,
sne_57598,Ezan okununca eniştem namaz kılmak için herhangi bir seccade istedi.,,,
sgh_28487,Kenan sevgilisine herhangi bir mektup yazmanın romantik olabileceğine inanıyor.,,,
sbx_46616,Ezgi boncukları dizerek yapabileceği ürün bir kolye.,,,
scl_12350,Beyza'nın nasıl kitaplardan herhangi birini kütüphaneden almayı düşünüyor?,,,
skm_32571,Yetkin karşılacağı rakibin Erdem gibi güçlü biri olmasını istiyor.,,,
svn_74503,Dilara aldığı sorumlulukları yerine getirir mi?,,,
sbe_65925,Bahçıvan buraya fidan dikmek istiyor.,,,
sja_39544,Baran hep rapor yazar durumda olmak zorunda mı?,,,
sxo_23444,Ev arkadaşım buraya asacağı şeyin bir poster olmasını istiyor.,,,
sbu_81859,Özden bulacağı traktörün Yaren'inki gibi dayanıklı traktörlerden olmasını istiyor.,,,
syn_47314,Sarışın kızın yapmak istediği şey sana soru sormak.,,,
sbq_78278,Karpuz seçmeyi bilmeyen Tilbe manavdan lezzetli karpuzlardan herhangi birini vermesini istedi.,,,
sji_64861,Helin başına gelen olaylardan herhangi birini bile anlatmak istemiyor.,,,
sip_72525,Ali şimdiki ülkesinden farklı bir ülkede nasıl yaşayacak?,,,
sah_45963,Elif araba sahibi olsaydı bu kadar yorulmayacağını düşünüyor.,,,
shd_51809,hakem faul yapan kişinin bir oyuncu olduğunu düşünüyor.,,,
sun_79125,Kedim için almak istediğim şey yaş mama.,,,
sdu_50356,Halide annesininki gibi lüks olan otellerden herhangi birinde tatil yapmak istiyor.,,,
swu_91071,İnci olaylardan bahsetmekten çekiniyor.,,,
soy_18172,Çalışacağım kütüphanenin okuldaki gibi kapsamlı olmasını istiyorum.,,,
sru_44655,Nergis arkadaşı olan herhangi bir kişiye yemek yedirme sözü verdi.,,,
svb_55793,Bazı öğrencilerin yapmak istediği şey dersi sınıfta dinlemek.,,,
szr_13966,Kuzenim okuyacağı üniversitenin iyi olmasını arzu ediyor.,,,
sea_97796,Kardeşim herhangi bir araba almak istiyor.,,,
ssf_22133,Kerem dünyadaki tüm tabakların sirtaki için uygun olduğunu sanıyor.,,,
sqz_97356,Nermin'in yapma ihtimalinin olduğu şey akşam yemeğine komşu çağırmak.,,,
scv_99397,İşte herhangi bir sorunla karşılaşırsa Defne arkadaşını arar.,,,
sij_92683,Öğrenci aşina olacağı konunun kitaptaki gibi zor olmasını istiyor.,,,
sni_76188,"Harun, süreceği arabanın arkadaşınınki gibi hızlı olmasını istiyor.",,,
sdo_41545,Şuayip'in istediği şey başlayacağı sorunun zor olması.,,,
sif_86730,Pelin tüm müzisyenlerin okullu olduğunu düşünüyor.,,,
svg_65195,Yelda şu an vakit geçirdiği adamla vakit geçirmek istemiyor.,,,
swu_56848,Feriha şimdiki prestijli üniversitesinden farklı olan herhangi bir prestijli üniversitede okumak istiyor.,,,
sxv_25507,Jale bir kişiye sırlarını açmayı ve bu kişinin arkadaşı Yaren gibi güvenilir olmasını istiyor.,,,
swt_17590,Benan muhabbetini kitapçı olan herhangi bir kişiyle yapmak istiyor.,,,
syg_38564,Naz beraber yaşayacağı yakın arkadaşının şimdiki yakın arkadaşı dışında biri olmasını istiyor.,,,
szd_51248,Berrin bu işi tamamlarsa bir kulüp partisi vermek istiyor.,,,
syi_89668,Cansu yaşayacağı evin şimdikinden farklı bir geniş ev olmasını istiyor.,,,
slw_12549,Reyhan yeni romanının da tarihi olmasını istiyor.,,,
sfw_71462,Berkay ile anlaşamadığı için herhangi bir kiralık  eve taşınmak istiyor Didem.,,,
snn_21909,Mete evleneceği kişinin kızıl saçlı bir kadın olacağına inanıyor.,,,
svl_87469,Sevgilisi için hazırlayacağı yemeğin güzel olmasını istiyormuş Anıl.,,,
sbj_29827,Sude dolaba çanta koymak istiyor.,,,
sph_90564,Jülide şimdi oturduğu kişiyle oturmak istemiyor.,,,
sak_45754,Asena oturacağı masanın denize bakmasını istiyor.,,,
syj_34861,Otobüse bineceği durağın buradaki gibi merkezi olmasını istiyor.,,,
spe_35811,Şef mağazakiler gibi kırmızı olan herhangi bir domates arıyor.,,,
sgi_93421,Doktoru cilt kanserinden korunması için güneş kremi almasını istemiş.,,,
ssy_45705,Yağız şimdiki öğrenciyi görmek istemiyor.,,,
sci_57648,Koridora asacağı şeyin bir ayna olmasını istiyor Selim.,,,
shm_23075,Şeyda kitap bitirmek için saatler harcamamayı diliyor.,,,
sxi_49852,Günlerini herhangi bir sahil kasabasında geçirmek istiyor Pelin.,,,
spg_14227,Her şeyden bıkmış görünen Melis artık sahil kasabalarından herhangi birine yereşmek istiyor.,,,
seg_84727,Halil buluşacağı kişinin bir şarkıcı olmasını istiyor.,,,
sra_56210,Fırat yelken eğitimi almayı düşüneceği kursun yeni açılmış olmasını istiyor.,,,
swv_16323,Buse şimdiki hikayeyi dinlemek istemiyor,,,
sku_89498,Çiçek bakmanın çok iyi hissettirdiğini düşünüyor Gökçe.,,,
snz_39842,Nilay haber vereceği lüks restoranın şimdikinden farklı olmasını istiyor.,,,
sml_74839,Duygu hastalanırsa yakınlarda bulabileceği herhangi bir eczane olmadığını düşünüyor.,,,
srt_16037,Yurdanur işbirliği yapacağı menajerin Behice gibi zeki olmasını istiyor.,,,
stb_60432,Soner bu notaları duyacağı gitarın gül ağacından yapılmış ve eski olmasını istiyor.,,,
smc_95802,Tarık şimdiki cesur adamın dışındaki cesur adamlardan herhangi birinden para isteyecek.,,,
sod_24625,Buse'nin istediği şey şirket hissedarı olmak.,,,
sgy_42207,Çamaşırlarını sermeye üşenen Mert ekonomik kurutma makinelerinden istiyor.,,,
syq_73925,Bade şu ankinden farklı herhangi bir şarkı söylemek istiyor.,,,
szu_92344,Ceyda kırılan herhangi bir bardak olduğunu düşünüyor.,,,
svh_16202,Tolga mesajlarla moralimi bozabileceğini düşünüyor.,,,
suh_47466,Bu proje için Nezahat anlaşacağı kişinin inşaat mühendisi olmasını istiyor.,,,
snj_94752,Yurdakul bizim bahçedeki gibi canlı olan ağaçlar görmek istiyor.,,,
stv_79288,Ziynet bu organik pazardan sebze almak istemiyor.,,,
sxy_82870,Hazırlayacağı uygulamanın eskisi gibi kullanışlı olmasını istiyordu.,,,
sih_35249,Kedi oyuncak ister.,,,
smn_18523,Babam eve gelirken sigara almasını istedi kardeşimden.,,,
stp_84362,Hülya ısıracağı domatesin senin elindeki gibi kırmızı olmasını istiyor.,,,
sle_80241,Çağla isterse herhangi bir meyve suyunu içebilirmiş.,,,
szf_55207,Niyazi tartışacağı kişinin muhtar olmasını istiyor.,,,
suc_48344,Ali'nin izlemek istediği şey herhangi bir film.,,,
suy_85431,Murat İstanbul'dan ev sahibi olmayı çok istiyor.,,,
sbo_59974,Muhterem bu konuyu öğrenmek istediği araç kitaplar.,,,
sbh_77129,Cildi çok kuru olan Nazan herhangi bir nemlendirici satın almak istiyor.,,,
shq_63030,Gürkan'ın kapıyı açacağı anahtarın altın olmasını istiyor.,,,
soy_78686,Mükerrem ile konuşan herkes kendisini mutlu olan herhangi bir prenses sanabilir.,,,
sdl_40662,Zümran ilan verdiğinden farklı olan yerel gazetelerden herhangi birine ilan vermek istiyor.,,,
ssa_72817,Kardeşime keman derslerini aldıracakları kişi özel öğretmen olacak.,,,
shp_79917,Eğer yeterince çabalarsa Derin onu televizyon almaya ikna edebilir.,,,
seg_16746,Hakan yazılacağı yerin dershane olmasını istiyor.,,,
swl_16064,Gülsüm görüneceği doktorun Filiz gibi uzman olmasını istiyor.,,,
son_90993,Doktor şimdiki hastası dışındaki hastalarla ilgilenmek istiyor.,,,
sjb_82511,Neslihan yarın dizi izlemek istiyor.,,,
slp_94596,Kaan önündeki kırmızı dosya dışındaki kırmızı dosyalardan herhangi birini istiyor.,,,
saw_21489,Serra şimdikinden farklı odalardan herhangi birini süpürmek istiyor.,,,
sye_20888,Akif çözüm bulacağı sorunun can sıkmasını istiyor.,,,
sqv_59459,Konudan rahatsız olan herkes bu konuda şimdikinden farklı olan herhangi bir kanun düzenlenmesini istiyor.,,,
sus_51080,Kenan sınavlara sakin olarak girmeli.,,,
slx_82573,Müşteri tatlı yemek ister.,,,
syw_19926,Miray oyun almayı kesinlikle ister.,,,
stw_24950,Dudu şimdikinden farklı herhangi bir yakışıklı adama aşık olmayı istiyor.,,,
snf_58289,Uygar herhangi bir sıkıcı şehirden taşınmak istiyor.,,,
seq_66513,Yardım alabilirse Deniz daha mutlu olacak.,,,
sas_32775,Ünsal her yere fidan dikmek istiyor.,,,
sea_92198,Çiçek başka arkadaşlar edinmek istiyor.,,,
skj_92546,Oğluna alacağı ayakkabının yeni olmasını istiyor.,,,
sln_60097,Senin gibi kibar olan herhangi bir arkadaşından yardım isteyecek Narin.,,,
smk_80745,Ilgın bilet alacağı uçuşun farklı havalimanlarından herhangi birinden kalkmasını istiyor.,,,
sio_95961,Orkun resimlerinin hikayeler anlattığını düşünüyor.,,,
slw_32889,Sadık eski evindekine benzeyen yataklardan almak istiyor.,,,
scg_70145,Aysima parfüm koklamak istiyor.,,,
sqz_81960,Aslı fikir danışacağı doktorun alanında uzman olmasını istiyor.,,,
sla_77715,Şakir bahsedeceği konunun az önce konuştuğumuz gibi hassas olmasını istiyor.,,,
shj_24488,Leyla seninki gibi şık olan herhangi bir ofiste çalışmak istiyor.,,,
smq_33967,Fırat gece böcek görürse çok korkar.,,,
stz_62614,Portekizli oğlan sevgilisine alacağı hediyenin özel olmasını istiyordu.,,,
skd_46758,Venüs kedi görmek istiyor.,,,
